name, url, categories
'MariaDB', 'https://github.com/MariaDB/server', ['Database']
'Marquez', 'https://github.com/MarquezProject/marquez', ['Data Lineage']
'Mastodon', 'https://github.com/mastodon/mastodon', ['Microblogging']
'Material UI', 'https://github.com/mui-org/material-ui', ['React Libary']
'Materialize', 'https://github.com/MaterializeInc/materialize', ['Database']
'Matplotlib', 'https://github.com/matplotlib/matplotlib', ['Data Visualization']
'Mattermost Server', 'https://github.com/mattermost/mattermost-server', ['Productivity']
'MediaWiki', 'https://github.com/wikimedia/mediawiki', ['Wiki']
'Medusa', 'https://github.com/medusajs/medusa', ['e-commerce']
'Meilisearch', 'https://github.com/meilisearch/meilisearch', ['Search Engine']
'Melpa', 'https://github.com/melpa/melpa', ['Package Management']
'Meltano', 'https://gitlab.com/meltano/meltano', ['Batch Processing']
'Mephisto', 'https://github.com/facebookresearch/Mephisto', ['Task Crowdsourcing']
'Mermaid', 'https://github.com/mermaid-js/mermaid', ['Diagramming']
'MessagePack', 'https://github.com/msgpack/msgpack', ['Specification']
'Metabase', 'https://github.com/metabase/metabase', ['Data Visualization']
'Metaflow', 'https://github.com/Netflix/metaflow', ['Batch Processing']
'Metaseq', 'https://github.com/facebookresearch/metaseq', ['Deep Learning / ML / AI']
'Meteor', 'https://github.com/meteor/meteor', ['App Dev']
'Micro Network', 'https://github.com/micro/network', ['Networking']
'MicroK8s', 'https://github.com/ubuntu/microk8s', ['Container Management']
'MindsDB', 'https://github.com/mindsdb/mindsdb', ['MLOps Framework']
'minikube', 'https://github.com/kubernetes/minikube', ['Container Management']
'Minio', 'https://github.com/minio/minio', ['Storage']
'MLFlow', 'https://github.com/mlflow/mlflow', ['Deep Learning / ML / AI']
'Moby Project', 'https://github.com/moby/moby', ['Container System']
'ModelDB', 'https://github.com/VertaAI/modeldb', ['Metadata Platform']
'Modin', 'https://github.com/modin-project/modin', ['Python Library']
'MONAI', 'https://github.com/Project-MONAI/MONAI', ['Image Processing']
'MongoDB', 'https://github.com/mongodb/mongo', ['Database']
'Monosi', 'https://github.com/monosidev/monosi', ['Data Observability']
'MPC-BE', 'https://github.com/CollinChaffin/MPC-BE', ['Media Player']
'MuJoCo', 'https://github.com/deepmind/mujoco', ['Deep Learning / ML / AI']
'Mule Community Edition', 'https://github.com/mulesoft/mule', ['Integration Platform']
'MySQL', 'https://github.com/mysql/mysql-server', ['Database']
'n8n', 'https://github.com/n8n-io/n8n', ['IT Automation Platform']
'Nacos', 'https://github.com/alibaba/nacos', ['Service Coordination']
'Nakama', 'https://github.com/heroiclabs/nakama', ['Game Engine']
'Nanos', 'https://github.com/nanovms/nanos', ['Container Runtime']
'NATS Server', 'https://github.com/nats-io/nats-server', ['Messaging']
'Neo4j', 'https://github.com/neo4j/neo4j', ['Database']
'neon', 'https://github.com/NervanaSystems/neon', ['Deep Learning / ML / AI']
'Nessie', 'https://github.com/projectnessie/nessie', ['Data Version Control']
'NetBSD', 'https://github.com/NetBSD/src', ['Operating System']
'Netdata', 'https://github.com/netdata/netdata', ['Performance Monitoring']
'Netlify CMS', 'https://github.com/netlify/netlify-cms', ['Content Management System (CMS)']
'Netmaker', 'https://github.com/gravitl/netmaker', ['VPN']
'Netty', 'https://github.com/netty/netty', ['Networking']
'NeuralForecast', 'https://github.com/Nixtla/neuralforecast', ['Deep Learning / ML / AI']
'Newman', 'https://github.com/postmanlabs/newman', ['Test Automation']
'Next.js', 'https://github.com/vercel/next.js', ['App Dev']
'nginx', 'https://github.com/nginx/nginx', ['Service Proxy', 'Web Server']
'Nhost', 'https://github.com/nhost/nhost', ['GraphQL Backend']
'Nixpkgs', 'https://github.com/NixOS/nixpkgs', ['Package Management']
'Nixtla', 'https://github.com/Nixtla/nixtla', ['Time Series Forecasting']
'NocoDB', 'https://github.com/nocodb/nocodb', ['Smart Spreadsheet']
'Nocode', 'https://github.com/kelseyhightower/nocode', ['Learn to Code']
'Node-RED', 'https://github.com/node-red/node-red', ['App Dev']
'Node', 'https://github.com/nodejs/node', ['Javascript Runtime']
'Nomad', 'https://github.com/hashicorp/nomad', ['Container Management']
'Notepad++', 'https://github.com/notepad-plus-plus/notepad-plus-plus', ['Text Editor']
'NumPy', 'https://github.com/numpy/numpy', ['Python Library']
'Oauth2 Proxy', 'https://github.com/oauth2-proxy/oauth2-proxy', ['Auth']
'OBS Studio', 'https://github.com/obsproject/obs-studio', ['Live Streaming']
'OCaml', 'https://github.com/ocaml/ocaml', ['Programming Language']
'Ockam', 'https://github.com/ockam-network/ockam', ['Auth']
'Octant', 'https://github.com/vmware-tanzu/octant', ['Kubernetes Management']
'Octokit', 'https://github.com/octokit/octokit.rb', ['Ruby Toolkit']
'Odoo', 'https://github.com/odoo/odoo', ['Enterprise Resource Planning (ERP)']
'ohmyzsh', 'https://github.com/ohmyzsh/ohmyzsh', ['zsh Configuration']
'OKD', 'https://github.com/openshift/okd', ['Container Management']
'One', 'https://github.com/One-Language/One', ['Programming Language']
'Open Metadata', 'https://github.com/open-metadata/OpenMetadata', ['Metadata Platform']
'Open Policy Agent (OPA)', 'https://github.com/open-policy-agent/opa', ['Policy Engine']
'Open Porous Media Simulators', 'https://github.com/OPM/opm-simulators', ['Simulators']
'Open Source Society University', 'https://github.com/ossu/computer-science', ['Learn to Code']
'Open ZFS', 'https://github.com/openzfs/zfs', ['File System']
'OpenAPI Specification', 'https://github.com/OAI/OpenAPI-Specification', ['Specification']
'OpenBBTerminal', 'https://github.com/OpenBB-finance/OpenBBTerminal', ['Market Terminal']
'OpenEBS', 'https://github.com/openebs/openebs', ['Storage']
'OpenEMR', 'https://github.com/openemr/openemr', ['Healthcare']
'OpenHV', 'https://github.com/OpenHV/OpenHV', ['Game']
'OpenLineage', 'https://github.com/OpenLineage/OpenLineage', ['Data Lineage', 'Specification']
'OpenRA', 'https://github.com/OpenRA/OpenRA', ['Game']
'OpenResty', 'https://github.com/openresty/openresty', ['Web Server']
'OpenSearch', 'https://github.com/opensearch-project/OpenSearch', ['Search Engine']
'OpenSpiel', 'https://github.com/deepmind/open_spiel', ['Deep Learning / ML / AI']
'OpenSSL', 'https://github.com/openssl/openssl', ['TLS']
'OpenTSDB', 'https://github.com/OpenTSDB/opentsdb', ['Database']
'OpenTTD', 'https://github.com/OpenTTD/OpenTTD', ['Game']
'Operator SDK', 'https://github.com/operator-framework/operator-sdk', ['Kubernetes SDK']
'OpMon', 'https://github.com/OpMonTeam/OpMon', ['Game']
'Opstrace', 'https://gitlab.com/gitlab-org/opstrace/opstrace', ['System Monitoring']
'Optic', 'https://github.com/opticdev/optic', ['Productivity']
'Orchest', 'https://github.com/orchest/orchest', ['Workflow Orchestration']
'OrientDB', 'https://github.com/orientechnologies/orientdb', ['Database']
'ORY Hydra', 'https://github.com/ory/hydra', ['Auth']
'OSEHRA VistA', 'https://github.com/WorldVistA/VistA', ['Healthcare']
'OsmAnd', 'https://github.com/osmandapp/OsmAnd', ['Mapping & Navigation']
'osquery', 'https://github.com/osquery/osquery', ['System Monitoring']
'OSSRank', 'https://github.com/ryw/ossrank_source', ['Open Source Ranking']
'Owl Link', 'https://gitlab.com/blocksurvey/owllink', ['Link Page']
'ownCloud', 'https://github.com/owncloud/core', ['Productivity']
'Pachyderm', 'https://github.com/pachyderm/pachyderm', ['Batch Processing']
'Packer', 'https://github.com/hashicorp/packer', ['Infrastructure Configuration']
'PaddlePaddle', 'https://github.com/PaddlePaddle/Paddle', ['Deep Learning / ML / AI']
'Pandas', 'https://github.com/pandas-dev/pandas', ['Python Library']
'Parabeac', 'https://github.com/Parabeac/parabeac_core', ['Productivity']
'ParaView', 'https://github.com/Kitware/ParaView', ['Data Visualization']
'Partytown', 'https://github.com/BuilderIO/partytown', ['Javascript Library']
'Passbolt', 'https://github.com/passbolt/passbolt_api', ['Password Management']
'PDF.js', 'https://github.com/mozilla/pdf.js', ['Javascript Library']
'Penpot', 'https://github.com/penpot/penpot', ['Prototyping']
'Perl', 'https://github.com/Perl/perl5', ['Programming Language']
'pg-extras', 'https://github.com/heroku/heroku-pg-extras', ['Heroku CLI Plugin']
'PGHoard', 'https://github.com/aiven/pghoard', ['Backup']
'pglookout', 'https://github.com/aiven/pglookout', ['Replication Monitoring']
'PhotoPrism', 'https://github.com/photoprism/photoprism', ['Photo Sharing']
'PHP', 'https://github.com/php/php-src', ['Programming Language']
'Pinboard Ruby Gem', 'https://github.com/ryw/pinboard', ['Ruby Gem']
'Pinpoint', 'https://github.com/pinpoint-apm/pinpoint', ['Performance Monitoring']
'Pixel8', 'https://github.com/vsmode/pixel8', ['Game Engine']
'Plausible Analytics', 'https://github.com/plausible/analytics', ['Web Analytics']
'Ploomber', 'https://github.com/ploomber/ploomber', ['Workflow Orchestration', 'Batch Processing']
'Plural', 'https://github.com/pluralsh/plural', ['App Deployment']
'Podman', 'https://github.com/containers/podman', ['Container Management']
'podStation', 'https://github.com/podStation/podStation', ['Chrome Extension']
'Portainer', 'https://github.com/portainer/portainer', ['Kubernetes Management']
'Portmaster', 'https://github.com/safing/portmaster', ['Network Security']
'postgres-meta', 'https://github.com/supabase/postgres-meta', ['Database']
'PostgresML', 'https://github.com/postgresml/postgresml', ['Deep Learning / ML / AI']
'PostgreSQL', 'https://github.com/postgres/postgres', ['Database']
'PostgREST', 'https://github.com/PostgREST/postgrest', ['Database']
'PostHog', 'https://github.com/PostHog/posthog', ['Web Analytics']
'PowerShell', 'https://github.com/PowerShell/PowerShell', ['Data Processing Engine']
'Prefect', 'https://github.com/PrefectHQ/prefect', ['Workflow Orchestration', 'Batch Processing']
'PrestaShop', 'https://github.com/PrestaShop/PrestaShop', ['e-commerce']
'Presto', 'https://github.com/prestodb/presto', ['SQL Query Engine']
'Prism', 'https://github.com/PrismJS/prism', ['Syntax Highlighting']
'Prisma', 'https://github.com/prisma/prisma', ['Javascript Library']
'Prometheus', 'https://github.com/prometheus/prometheus', ['System Monitoring']
'Protobuf (Protocol Buffers)', 'https://github.com/protocolbuffers/protobuf', ['Specification']
'Public APIs', 'https://github.com/public-apis/public-apis', ['Documentation']
'Publish', 'https://github.com/JohnSundell/Publish', ['Website Generator']
'Pulse Physiology Engine', 'https://gitlab.kitware.com/physiology/engine', ['Simulators']
'Pulumi', 'https://github.com/pulumi/pulumi', ['Infrastructure Configuration']
'Puppet', 'https://github.com/puppetlabs/puppet', ['Infrastructure Configuration']
'Puppeteer', 'https://github.com/puppeteer/puppeteer', ['Headless Chrome Node.js API']
'pydantic', 'https://github.com/samuelcolvin/pydantic', ['Python Library']
'pygit2', 'https://github.com/libgit2/pygit2', ['Python Library']
'Pyroscope', 'https://github.com/pyroscope-io/pyroscope', ['System Monitoring']
'PySC2', 'https://github.com/deepmind/pysc2', ['Deep Learning / ML / AI']
'Python Algorithms', 'https://github.com/TheAlgorithms/Python', ['Code Snippets']
'Python', 'https://github.com/python/cpython', ['Programming Language']
'PyTorch Lightning', 'https://github.com/PyTorchLightning/pytorch-lightning', ['Deep Learning / ML / AI']
'PyTorch', 'https://github.com/pytorch/pytorch', ['Deep Learning / ML / AI']
'Pyxel', 'https://github.com/kitao/pyxel', ['Game Engine']
'QA Wolf', 'https://github.com/qawolf/qawolf', ['Testing']
'Qdrant', 'https://github.com/qdrant/qdrant', ['Vector Similarity Search Engine']
'Qemu', 'https://github.com/qemu/qemu', ['Emulator']
'qs', 'http://github.com/ljharb/qs', ['Javascript Library']
'Quilt', 'https://github.com/quiltdata/quilt', ['Data Management']
'R', 'https://github.com/wch/r-source', ['Programming Language']
'RabbitMQ', 'https://github.com/rabbitmq/rabbitmq-server', ['Messaging']
'Radon', 'https://github.com/rubik/radon', ['Code Analysis / Analytics']
'Rails PG Extras', 'https://github.com/pawurb/rails-pg-extras', ['Code Analysis / Analytics']
'Rancher', 'https://github.com/rancher/rancher', ['Container Management']
'Rasa', 'https://github.com/RasaHQ/rasa', ['Deep Learning / ML / AI']
'Ray', 'https://github.com/ray-project/ray', ['Distributed Processing']
'RDoc', 'https://github.com/ruby/rdoc', ['Documentation Generator']
'React Native', 'https://github.com/facebook/react-native', ['Native App Framework']
'React Router', 'https://github.com/remix-run/react-router', ['React Libary']
'React', 'https://github.com/facebook/react', ['Javascript Library']
'Redis', 'https://github.com/redis/redis', ['Database']
'Redux', 'https://github.com/reduxjs/redux', ['Javascript Library']
'Redwood', 'https://github.com/redwoodjs/redwood', ['App Dev']
'Remix', 'https://github.com/remix-run/remix', ['App Dev']
'ResearchKit', 'https://github.com/ResearchKit/ResearchKit', ['Healthcare']
'ResInsight', 'https://github.com/OPM/ResInsight', ['3D Viewer']
'REST Assured', 'https://github.com/rest-assured/rest-assured', ['Test Automation']
'REST Client', 'https://github.com/rest-client/rest-client', ['Ruby REST Client']
'RethinkDB', 'https://github.com/rethinkdb/rethinkdb', ['Database']
'reveal.js', 'https://github.com/hakimel/reveal.js', ['HTML Presentation Framework']
'Ristretto', 'https://github.com/dgraph-io/ristretto', ['Caching']
'Rocket.Chat', 'https://github.com/RocketChat/Rocket.Chat', ['Collaboration']
'RocksDB', 'https://github.com/facebook/rocksdb', ['Database']
'Rook', 'https://github.com/rook/rook', ['File System']
'RPA Framework', 'https://github.com/robocorp/rpaframework', ['Robotic Process Automation (RPA)']
'RQ', 'https://github.com/rq/rq', ['Messaging', 'Python Library']
'Ruby on Rails', 'https://github.com/rails/rails', ['App Dev']
'Ruby Spec', 'https://github.com/ruby/spec', ['Specification']
'Ruby', 'https://github.com/ruby/ruby', ['Programming Language']
'RudderStack', 'https://github.com/rudderlabs/rudder-server', ['User Event Collection']
'Rugged', 'https://github.com/libgit2/rugged', ['Ruby Gem']
'runc', 'https://github.com/opencontainers/runc', ['Container Runtime']
'Rust', 'https://github.com/rust-lang/rust', ['Programming Language']
'RustDesk', 'https://github.com/rustdesk/rustdesk', ['Remote Desktop']
'Saleor Commerce', 'https://github.com/saleor/saleor', ['e-commerce']
'Salt Project', 'https://github.com/saltstack/salt', ['Infrastructure Configuration']
'Sanity', 'https://github.com/sanity-io/sanity', ['Productivity']
'scikit-learn', 'https://github.com/scikit-learn/scikit-learn', ['Deep Learning / ML / AI']
'Scylla', 'https://github.com/scylladb/scylla', ['Database']
'Seaborn', 'https://github.com/mwaskom/seaborn', ['Data Visualization']
'Seata', 'https://github.com/seata/seata', ['Distributed Transaction Management']
'Seldon Core', 'https://github.com/SeldonIO/seldon-core', ['Batch Processing', 'Deep Learning / ML / AI']
'Selenium', 'https://github.com/SeleniumHQ/selenium', ['Test Automation']
'Semantic UI', 'https://github.com/Semantic-Org/Semantic-UI', ['UI Component Framework']
'Semgrep', 'https://github.com/returntocorp/semgrep', ['Code Analysis / Analytics']
'Semver', 'https://github.com/semver/semver', ['Specification']
'Sensu', 'https://github.com/sensu/sensu-go', ['System Monitoring']
'Sentinel', 'https://github.com/alibaba/Sentinel', ['Gateway']
'Sentry', 'https://github.com/getsentry/sentry', ['Web Monitoring']
'Serenity Operating System', 'https://github.com/SerenityOS/serenity', ['Operating Systems']
'Serverless Stack (SST)', 'https://github.com/serverless-stack/serverless-stack', ['App Dev']
'ServiceTalk', 'https://github.com/apple/servicetalk', ['Networking']
'shapez.io', 'https://github.com/tobspr/shapez.io', ['Game']
'Shields', 'https://github.com/badges/shields', ['Badge Generation']
'Shōgun', 'https://github.com/shogun-toolbox/shogun', ['Deep Learning / ML / AI']
'Shotcut', 'https://github.com/mltframework/shotcut', ['Video Editor']
'SigNoz', 'https://github.com/SigNoz/signoz', ['System Monitoring']
'Skaffold', 'https://github.com/GoogleContainerTools/skaffold', ['Continuous Delivery']
'Slicer', 'https://github.com/Slicer/Slicer', ['Data Visualization']
'Slint', 'https://github.com/slint-ui/slint', ['App Dev']
'Snorkel', 'https://github.com/snorkel-team/snorkel', ['Deep Learning / ML / AI']
'Snowpack', 'https://github.com/FredKSchott/snowpack', ['Build Automation']
'Snowplow', 'https://github.com/snowplow/snowplow', ['User Event Collection']
'Snyk', 'https://github.com/snyk/cli', ['Vulnerability Scanner']
'socket.io', 'https://github.com/socketio/socket.io', ['App Dev']
'Sogou C++ Workflow', 'https://github.com/sogou/workflow', ['App Dev']
'SonarLint for IntelliJ', 'https://github.com/SonarSource/sonarlint-intellij', ['Continuous Inspection']
'SonarLint', 'https://github.com/SonarSource/sonarlint-core', ['Continuous Inspection']
'SonarQube', 'https://github.com/SonarSource/sonarqube', ['Continuous Inspection']
'SonarSource for .NET', 'https://github.com/SonarSource/sonar-dotnet', ['Continuous Inspection']
'SonarSource for Java', 'https://github.com/SonarSource/sonar-java', ['Continuous Inspection']
'SonarSource for Javascript', 'https://github.com/SonarSource/SonarJS', ['Continuous Inspection']
'Sonnet', 'https://github.com/deepmind/sonnet', ['Deep Learning / ML / AI']
'Spacedrive', 'https://github.com/spacedriveapp/spacedrive', ['File Explorer']
'Spack', 'https://github.com/spack/spack', ['Package Management']
'spaCy', 'https://github.com/explosion/spaCy', ['Deep Learning / ML / AI']
'Speckle', 'https://github.com/specklesystems/speckle-server', ['Architectural Engineering and Construction (AEC)']
'Spinnaker', 'https://github.com/spinnaker/spinnaker', ['Continuous Delivery']
'Spring Boot', 'https://github.com/spring-projects/spring-boot', ['App Dev']
'Spring Framework', 'https://github.com/spring-projects/spring-framework', ['App Dev']
'Sprokit', 'https://github.com/Kitware/sprokit', ['Stream Processing']
'sroar', 'https://github.com/dgraph-io/sroar', ['Bitmap Serialization']
'StackStorm', 'https://github.com/stackstorm/st2', ['IT Automation Platform']
'Stargate', 'https://github.com/stargate/stargate', ['Data Gateway']
'Statsmodel', 'https://github.com/statsmodels/statsmodels', ['Time Series Forecasting']
'Step Certificates', 'https://github.com/smallstep/certificates', ['TLS']
'Step CLI', 'https://github.com/smallstep/cli', ['TLS']
'Stockfish', 'https://github.com/official-stockfish/Stockfish', ['Chess Engine']
'Storybook', 'https://github.com/storybookjs/storybook', ['UI Component Explorer']
'Strapi', 'https://github.com/strapi/strapi', ['Content Management System (CMS)']
'Streamlit', 'https://github.com/streamlit/streamlit', ['App Dev']
'styled components', 'https://github.com/styled-components/styled-components', ['Web Component Framework']
'Supabase Realtime', 'https://github.com/supabase/realtime', ['Database']
'Supabase Storage Middleware', 'https://github.com/supabase/storage-api', ['Storage']
'Supabase', 'https://github.com/supabase/supabase', ['Database']
'SuperTokens', 'https://github.com/supertokens/supertokens-core', ['Auth']
'Svelte', 'https://github.com/sveltejs/svelte', ['App Dev']
'SvelteKit', 'https://github.com/sveltejs/kit', ['App Dev']
'Swift Evolution', 'https://github.com/apple/swift-evolution', ['Documentation']
'Swift Package Manager', 'https://github.com/apple/swift-package-manager', ['Package Management']
'Swift', 'https://github.com/apple/swift', ['Programming Language']
'Symfony PHP Framework', 'https://github.com/symfony/symfony', ['App Dev']
'Synchronicity', 'https://github.com/erikbern/synchronicity', ['Python Library']
'sysdig', 'https://github.com/draios/sysdig', ['System Monitoring']
'System Design Primer', 'https://github.com/donnemartin/system-design-primer', ['Learn to Code']
'systemd', 'https://github.com/systemd/systemd', ['Service Coordination']
'Tailscale', 'https://github.com/tailscale/tailscale', ['Networking']
'tailwindcss', 'https://github.com/tailwindlabs/tailwindcss', ['CSS Framework']
'Tars', 'https://github.com/tarsCloud/tars', ['RPC Framework']
'TDengine', 'https://github.com/taosdata/TDengine', ['Database']
'Tekton Pipelines', 'https://github.com/tektoncd/pipeline', ['Continuous Delivery']
'Telegram Desktop', 'https://github.com/telegramdesktop/tdesktop', ['Messaging']
'Teleport', 'https://github.com/gravitational/teleport', ['Auth']
'Telepresence', 'https://github.com/telepresenceio/telepresence', ['Kubernetes Dev']
'Telescope', 'https://github.com/astronomer/telescope', ['System Monitoring']
'TeleSculptor', 'https://github.com/Kitware/TeleSculptor', ['Aerial Photogrammetry']
'Temporal', 'https://github.com/temporalio/temporal', ['Batch Processing']
'Tengine', 'https://github.com/alibaba/tengine', ['Web Server']
'TensorFlow Model Garden', 'https://github.com/tensorflow/models', ['Deep Learning / ML / AI']
'Tensorflow', 'https://github.com/tensorflow/tensorflow', ['Deep Learning / ML / AI']
'TerminusDB', 'https://github.com/terminusdb/terminusdb', ['Database']
'TerraForge3D', 'https://github.com/Jaysmito101/TerraForge3D', ['Terrain Generator']
'Terraform', 'https://github.com/hashicorp/terraform', ['Infrastructure Configuration']
'Testcontainers', 'https://github.com/testcontainers/testcontainers-java', ['Test Automation']
'TFLearn', 'https://github.com/tflearn/tflearn', ['Deep Learning / ML / AI']
'Thanos', 'https://github.com/thanos-io/thanos', ['System Monitoring']
'Three.js', 'https://github.com/mrdoob/three.js', ['Javascript Library']
'TiDB', 'https://github.com/pingcap/tidb', ['Database']
'TiddlyWiki', 'https://github.com/Jermolene/TiddlyWiki5', ['Wiki']
'TiKV', 'https://github.com/tikv/tikv', ['Database']
'Tilt', 'https://github.com/tilt-dev/tilt', ['Container Runtime', 'Kubernetes Dev']
'TimescaleDB', 'https://github.com/timescale/timescaledb', ['Database']
'tldraw', 'https://github.com/tldraw/tldraw', ['Collaboration']
'Tmail Flutter', 'https://github.com/linagora/tmail-flutter', ['Email Client']
'Tokern Lineage Engine', 'https://github.com/tokern/data-lineage', ['Data Lineage']
'TOML', 'https://github.com/toml-lang/toml', ['Programming Language']
'Tomviz', 'https://github.com/openchemistry/tomviz', ['Image Processing']
'Tooljet', 'https://github.com/tooljet/tooljet', ['App Dev']
'Tor', 'https://github.com/torproject/tor', ['Privacy']
'Traefik', 'https://github.com/traefik/traefik', ['Service Proxy']
'Transformers', 'https://github.com/huggingface/transformers', ['Deep Learning / ML / AI']
'Trino', 'https://github.com/trinodb/trino', ['Database']
'Trivy', 'https://github.com/aquasecurity/trivy', ['Vulnerability Scanner']
'Trix', 'https://github.com/basecamp/trix', ['Text Editor']
'TTS', 'https://github.com/coqui-ai/tts', ['Deep Learning / ML / AI']
'tui-rs', 'https://github.com/fdehau/tui-rs', ['Data Visualization']
'Tuva', 'https://github.com/tuva-health/tuva', ['Healthcare']
'Twake', 'https://github.com/linagora/Twake', ['Productivity']
'Tyk', 'https://github.com/TykTechnologies/tyk', ['Gateway']
'TypeScript', 'https://github.com/microsoft/TypeScript', ['Javascript Dialect']
'Uberduck TTS', 'https://github.com/uberduck-ai/uberduck-ml-dev', ['Deep Learning / ML / AI']
'Universal Scene Description', 'https://github.com/PixarAnimationStudios/USD', ['3D Dev']
'Unleash', 'https://github.com/Unleash/unleash', ['Feature Flagging']
'Uno', 'https://github.com/unoplatform/uno', ['App Dev']
'Unpkg', 'https://github.com/mjackson/unpkg', ['Content Delivery Network (CDN)']
'V', 'https://github.com/vlang/v', ['Programming Language']
'Vaadin Framework', 'https://github.com/vaadin/framework', ['App Dev']
'Vault', 'https://github.com/hashicorp/vault', ['Secrets Management']
'Vector', 'https://github.com/vectordotdev/vector', ['System Monitoring']
'Velero', 'https://github.com/vmware-tanzu/velero', ['Backup']
'Veloren', 'https://gitlab.com/veloren/veloren', ['Game']
'VeraCrypt', 'https://github.com/veracrypt/VeraCrypt', ['Encryption']
'Vespa', 'https://github.com/vespa-engine/vespa', ['Data Serving']
'VIAME', 'https://github.com/VIAME/VIAME', ['Deep Learning / ML / AI']
'VictoriaMetrics', 'https://github.com/VictoriaMetrics/VictoriaMetrics', ['System Monitoring']
'Visual Studio Code', 'https://github.com/microsoft/vscode', ['Code Editor', 'Text Editor']
'Vitess', 'https://github.com/vitessio/vitess', ['Database']
'VLC', 'https://github.com/videolan/vlc', ['Media Player']
'Volley', 'https://github.com/shipt/py-volley', ['Python Library']
'VTK', 'https://gitlab.kitware.com/vtk/vtk', ['Image Processing']
'Vue.js', 'https://github.com/vuejs/vue', ['Front-end Framework']
'Wagtail', 'https://github.com/wagtail/wagtail', ['Content Management System (CMS)']
'Warden', 'https://github.com/wardencommunity/warden', ['Auth']
'Wasmer', 'https://github.com/wasmerio/wasmer', ['Container Runtime']
'Weave Net', 'https://github.com/weaveworks/weave', ['Container Management']
'WebdriverIO', 'https://github.com/webdriverio/webdriverio', ['Test Automation']
'WebKit', 'https://github.com/WebKit/WebKit', ['Web Browser']
'Webpack', 'https://github.com/webpack/webpack', ['Javascript Bundler']
'WEKA', 'https://github.com/Waikato/weka-trunk', ['Deep Learning / ML / AI']
'Whale', 'https://github.com/hyperqueryhq/whale', ['SQL Query Engine']
'Widelands', 'https://github.com/widelands/widelands', ['Game']
'Windows Terminal', 'https://github.com/microsoft/terminal', ['OSS Extensions']
'Wireguard Android', 'https://github.com/WireGuard/wireguard-android', ['VPN']
'Wireguard Apple', 'https://github.com/WireGuard/wireguard-apple', ['VPN']
'Wireguard Go', 'https://github.com/WireGuard/wireguard-go', ['VPN']
'Wireguard Linux', 'https://github.com/WireGuard/wireguard-linux', ['VPN']
'Wireguard Windows', 'https://github.com/WireGuard/wireguard-windows', ['VPN']
'WordPress', 'https://github.com/WordPress/WordPress', ['Content Management System (CMS)']
'Wyvern Protocol', 'https://github.com/wyvernprotocol/wyvern-v3', ['Ethereum Implementation']
'Yaetos', 'https://github.com/arthurprevot/yaetos', ['Batch Processing']
'YAML Spec', 'https://github.com/yaml/yaml-spec', ['Specification']
'ydata-synthetic', 'https://github.com/ydataai/ydata-synthetic', ['Synthetic Data Generation']
'YDB', 'https://github.com/ydb-platform/ydb', ['Database']
'You Don't Know JS Yet', 'https://github.com/getify/You-Dont-Know-JS', ['Learn to Code']
'youtube-dl', 'https://github.com/ytdl-org/youtube-dl', ['Utilities']
'YugabyteDB', 'https://github.com/yugabyte/yugabyte-db', ['Database']
'ZenML', 'https://github.com/zenml-io/zenml', ['MLOps Framework']
'Zephyr', 'https://github.com/zephyrproject-rtos/zephyr', ['Operating System']
'ZeroMQ', 'https://github.com/zeromq/libzmq', ['Messaging']
'Zinc', 'https://github.com/prabhatsharma/zinc', ['Search Engine']
'Zipkin', 'https://github.com/openzipkin/zipkin', ['Tracing']
'Zuul', 'https://github.com/Netflix/zuul', ['Gateway']
